e,l,p,l
-,-,r,c
-,r,-,r
-,s,-,s
s,-,,i
,f,a,l
f,a,r,o
r,m,p,m
r,l,b,l
f,r,o,-
r,o,g,h
,-,g,g
-,g,i,g
g,i,g,i
i,g,g,i
g,e,d,-
e,d,,1
,r,e,s
e,m,i,m
 ,n,i,-
o,r,w,r
z,u,l,-
t,a,r,r
-,-,b,h
-,b,e,r
e,-,w, 
-,w,s,w
w,s,b,s
c,-,o, 
r,i,c,s
w,-,a,e
-,a,r,t
m,w,e,-
w,e,l,-
t,q,h,q
q,h,l,h
 ,m,i,m
j,a,i,a
t,u,f,-
u,f,o,f
,v,v,v
b,i,m,b
w,h,i,-
k,n,x,n
x,w,z,w
w,z,,z
g,p,o,p
p,o,,i
g,l,r,l
r,v,v,v
v,v,g,v
v,g,r,g
g,r,l,r
s,s,,l
,h,i,x
e,y,,u
n,l,z,l
z,l,l,l
l,c,-,c
-,-, ,t
 ,o,m,o
m,a,n,f
i,q,r,q
q,r,a,r
c,k,g,k
k,g,g,g
g,g,x,g
g,x,,x
-,a,b,a
b,n,a,-
n,a,c,t
w,i,l,n
i,l,d,l
l,d,c,d
d,c,o,c
-,-,u,b
-,u,n,u
u,n,t,-
n,t,r,-
l,t,s,t
v,r,e,r
,d,i,g
v,i,n,i
,l,f,l
f,l,r,l
i,d,h,u
d,h,-,h
,2,i,2
2,i,h,i
j,c,q,c
c,q,f,q
q,f,,f
b,a,r,h
e,-,,y
i,b,r,-
b,r,i,-
r,i,k,i
n,i,e,i
f,f,f,t
-,b,o,b
s,i,n,i
a,d,|
|,d
,t,i,h
e,h,,h
g,g,,j
z,w,v,w
w,v,,v
v,i,d,i
,n,o,-
n,o,v,-
v,a,k,a
i,t,c,x
t,c,h,r
c,h,i,d
h,i,n,x
i,z,z,-
z,y,-,y
y,-,s,j
-,s,,j
l,a,m,q
d,o,u,o
o,u,r,-
,v,k,v
v,k,u,k
k,u,i,u
i,a,,h
t,i,e,-
i,e,s,-
e,s,,y
e,e,t,t
m,o,o,m
-,l,y,l
y,m,e,-
r,u,,-
a,w,r,-
n,g,n,g
u,g,r,g
i,x,a,x
x,a,a,a
a,a,q,a
a,q,,q
a,-,t,n
t,-,i, 
-,i,s,o
i,s,,n
i,t,x,t
l,e,,i
l,d,w,r
d,w,e,h
w,e,l,l
a,a,|
|,a
a,|
|,f,|
|
i,c,y,q
k,h,a,-
y,-,,x
w,i,l,r
-,-,u,l
n,c,,c
,e,q,e
e,q,u,q
l,s,,-
l,f,f,f
f,f,l,f
-,l,u,l
u,s,h,-
d,o,d,o
p,u,f,u
,d,o,r
e,-,,c
e,d,a,d
,d,j,k
d,j,k,j
j,k,,k
r,c,r,x
l,f,i,f
c,a,d,r
u,b,i,i
e,r,b,s
r,b,y,b
b,y,s,y
l,o,e,o
u,-,s,w
-,s,s,s
s,s,o,s
e,v,-,v
v,-,e,q
-,e,,r
i,r,i,i
i,d,h,r
,i,n,x
,m,k,m
m,k,,k
,c,w,x
r,n,f,n
u,j,o,j
j,o,q,o
g,-,e, 
i,q,j,q
q,j,i,j
l,y, ,y
-,-,a,o
o,z,i,z
z,i,,y
d,s,h,-
h,o,t,z
,i,i,d
y,u,i,u
i,t,,q
l,u,i,u
u,i,c,i
z,-,i,i
a,o,d,o
o,d,,q
l, ,s, 
 ,s,a,s
t,-,-,s
-,-,s,r
n,g,p,g
g,p,h,-
s,b,e,b
,a,r,f
p,a,r,t
a,j,o,-
j,o,l,-
o,l,a,-
,b,u,n
b,u,i,u
,h,u,x
h,u,a,u
m,m,y,m
w,h,c,h
b,a,n,-
e,n,t,-
n,t,h,-
u,r,s,l
r,s,t,g
u,r,h,r
,c,c,-
c,c,p,c
c,p,-,p
s,h,a,f
h,a,r,w
r,-,-,i
i,f, ,f
f, ,d, 
 ,d,i,d
e, ,i, 
 ,i,l,i
l,i,a,a
o,s,s,-
s,i,n,u
,-,r,d
d,d,e,m
m,p,,-
o,p,p,p
p,i,c,l
s,e,,g
o,p,y,-
p,y,,-
c,h,a,w
h,a,r,o
a,r,l,o
r,l,t,t
,h,i,j
h,i,g, 
g,h,c,h
r,o,f,u
n,i,,g
l,b,r,b
,b,l,p
s,o,i,o
,j,w,j
j,w,c,-
w,c,i,c
,f,c,x
f,c,i,c
a,x,c,x
x,c,w,c
c,w,u,w
x,f,x,f
f,x,x,x
,a,b,s
s,a,l,-
l,v,i,v
b,a,o,-
a,o,z,-
x,x,x,v
c,i,f,i
e,n, ,-
y,s,-,s
b,i,r,z
s, ,l, 
,-,l,t
-,l,i, 
,a,c,l
a,c,d,c
c,d,,d
n,u,t,-
u,t,b,t
t,b,o,b
u,n,n,-
i,r,r,c
,j,s,j
j,s,r,s
,c,l,x
f,r,u,r
i,d,h,j
l,e,s,x
v,l,v,l
l,v,f,v
v,f,l,f
c,r,e,p
r,e,s,f
n,d,r,d
t,i,,b
o,l,e,s
,h,z,h
h,z,u,z
z,u,r,u
r,h,-,h
h,-,-,u
-,u, ,u
u, ,n, 
 ,n,o,n
n,o,d,o
h,l,l,v
d,u,r,u
-,-,0, 
-,0,9,0
0,9,m,9
x,p,o,p
h,e,a,t
m,s, ,s
s,a,r,l
t,h,c,h
h,c,o,c
t,s,,-
,e,s,o
e,s,s,q
y,d,e,d
,q,g,q
q,g,u,g
g,u,q,u
,f,u,-
f,u,r,o
h,e,y,e
s,-,-,m
-,e,l,l
t,-,o,h
o,r,r,-
r,a,x,a
g,s,,m
n,k,e,k
i,v,l,v
v,l,s,l
l,s,q,s
s,q,i,q
l,-,l, 
b,i,-,i
-,l,-,l
f,i,f,-
f,t,-,t
t,-,-,x
-,-,h,x
-,h,,h
o,t,v,t
t,v,v,v
v,v,v,v
v,v,i,v
v,i,o,i
-,i,m,x
,p,e,u
p,e,p, 
s,t,f,n
n,o,i,o
o,i,x,i
w,o,r,-
l,k,d,k
c,i,g,i
i,g,,h
d,n,i,g
x,d,v,d
d,v,n,v
,b,e,d
r,y,s,y
y,s,f,s
c,h,e,d
y,-,w,s
h,n,-,n
l,f,a,f
a,i,b,i
i,f,t,c
f,t,|
|,t
t,|
|,l,|
|
|
|,l,a,l
,b,v,x
b,v,r,v
l,o,b,o
o,b,,j
e,b,l,-
b,l,e,-
e,-,-,y
-,-,y,h
-,y,,y
f,e,e,e
o,t,m,t
m,m,o,h
h,g,j,g
g,j,c,j
j,c,z,c
c,z,i,z
i,z,g,z
z,g,,g
i,f,-,f
f,-,i,i
-,-,i,r
-,i,t, 
f,a,u,-
l,a,t,-
a,t,e,-
a,u,-,u
u,-,-,m
h,o,a,o
a,l,,-
t,a,v,p
,q,e,q
q,e,q,e
e,q,m,-
q,m,,m
i,r,a,-
r,a,q,i
i,-,-,t
r,e,x,e
o,g, ,g
b,r,e,q
,c,h,v
j,a,w,a
w,s,,-
t,o,n,u
n,t,a,-
a,s,s,i
s,s,a,f
a,t,a,s
,l,r,l
l,r,x,r
r,x,i,x
i,r,r,r
r,s,r,s
s,r,x,r
r,x,s,x
s,u,t,u
a,r,b,-
r,b,u,b
x,x,x,k
,j,h,j
j,h,e,h
e,e,l,-
j,a,l,-
a,l,z,l
r,t,x,t
t,x,m,x
x,m,q,m
m,q,-,q
q,-,-,|
|
s,s,j,s
p,u,m,u
m,p, ,p
p, ,h, 
t, ,p, 
q,v,-,v
v,-,-,x
-,-,c,i
-,c,,f
r,f,i,-
f,i,e,h
s,k,e,k
g,o,r,e
e,g,g,-
b,a,c,a
c,k, ,k
r,a,s,a
d,y,i,y
-,y,a,y
l,a,v,-
y,n,f,-
h,e,d,e
e,s,p,-
s,p,a,-
w,-,-,s
l,t,r,t
w,i,c,-
i,c,k,y
v,a,x,g
e,d,h,d
,j,a,x
l,t,m,t
,-,t,0
a,r,r,t
r,r,a,t
-,2,7,2
2,7,m,7
7,m,,m
v,-,i,a
,e,p,e
e,p,p,e
,c,h,x
i,d,q,f
,q,q,q
q,q,p,q
q,p,o,p
p,o,q,o
o,q,g,q
q,g,n,g
g,n,n,n
s,d,t,d
d,t,w,t
t,w,v,w
w,v,r,v
t,t,w,t
t,w,,w
 ,s,i,s
s,i,h,i
i,h,i,h
i,n,x,n
g,e,g,e
e,g,i,-
a,n,v,-
v,i,-,i
x,x,j,x
j,x,x,x
c,a,i,j
x,x,x,u
,n,k,r
n,k,d,k
k,c,s,c
c,s,x,s
,a,j,l
o,d,c,d
o,c,v,c
c,v,2,v
v,2,-,2
2,-,-, 
y,n,x,n
m,h,a,h
h,a,l,z
r,a,v,z
t,a,p,a
p, ,p, 
p,a,p,u
w,s,-,s
,d,h,t
d,h,c,h
h,c,,c
o,r,h,r
r,h,o,h
a,d,b,d
n,u,y,u
u,y,s,y
f,a,g,t
a,g,s,g
x,i,v,w
,b,i,y
h,a,k,a
,d,v,d
d,v,r,v
v,r,v,r
v,v,u,v
o,l,i,-
i,v,i,s
i,o,s,o
o,s,,l
p,a,d,a
i,-,-,m
-,m,s,m
m,s,,m
e,m,m,m
,-,t,n
-,-,e,p
-,e,,o
p, ,b, 
 ,b,e,-
a,r,w,-
r,w,i,i
,h,f,h
h,f,g,f
f,g,c,g
g,c,z,c
c,z,g,z
z,g,g,g
m,p,s,p
p,s,,m
,b,r,i
r,u,,u
g,a,n,a
,m,b,m
l,v,o,v
s,e,z,e
s,p,s,p
d,i,g,i
,x,l,-
x,l,-,l
l,-,j,j
-,j,,j
a,z,i,q
f,a,n,c
l,a,b,s
a,b, ,b
b, ,d, 
e,p,l,p
a,n,o,s
u,n,h,n
h,i,l,m
i,l,l,e
-,f,p,f
f,p,p,-
p,p,|
|,p
p,|
|,e,|
|
|
|,e,f,e
f,f,|
|,f
f,|
|,a,|
|
-,i,c,i
c,a,p,-
r,o,c,p
o,c,o,p
c,o,c,v
o,c,o,r
-,l,a,t
m,a,,x
k,a,s,-
x,y,z,y
y,z,,z
u,e,x,e
s,k,i,n
k,i,f,i
l,a,x,p
,g,a,t
-,l,l,i
e,y,h,y
y,h,i,-
,a,y,n
a,y,e,g
q,i,h,i
c,h,i,-
h,i,r,i
a,i,l,z
,f,f,-
f,r,w,-
r,w,d,w
w,d,,d
i,-,-,a
-,-,t,n
l,l,i,-
l,i,a,u
i,a,n,o
g,o,y,o
-,a,n,i
t,i,n,a
g,s,,o
r,t,w,-
,j,d,x
j,d,d,d
d,|
|,-,|
|
|
|,-,-,q
s,n,a,n
a,i,t,n
-, ,b, 
n,i,g,i
g,i,u,i
i,u,l,u
i,o,,a
|
|,f,r,f
r,a,s,-
t,a,k,a
a,k,e,-
m,o,s,-
o,s,f,s
r,d,,p
a,l,h,l
l,h,a,h
p,a,y,a
,o,g,o
g,s,t,s
t,r,s,r
l,d,w,l
d,w,e,s
,b,l,-
,b,m,h
t,r,u,y
l,y,i,y
g, ,t, 
r,a,p,a
a,p,h,-
p,h,a,-
h,a,m,m
l,a,w,i
c,u,c,u
c,k,o,k
k,o,o,o
,b,k,b
b,k,,k
-,r,y,r
r,y,r,-
y,r,i,r
o,-,t,t
d,o,v,-
c,a,w,d
q,b,a,b
 ,b,l,b
s,i,n,h
g,u,r,-
l,a,i,-
a,i,l,f
a,m,,o
b,b,e,b
l,u,d,w
b,-,o,j
-,o,b,o
b,o,q,o
o,q,,-
b,a,n,j
a,n,j,o
n,j,o,j
n,a,b,-
a,b,s,b
f,u,r,-
u,r,l,-
g,-,-,f
m,e,,c
-,-,l,z
l,n,a,n
a,b,y,-
,-,d,g
-,d,o,m
,d,h,d
d,h,q,h
h,q,x,q
n,a,k,a
-,e,e, 
e,e,,n
g,h,w,h
n,c,s,c
,b,w,x
a,n,i,f
n,i,s,l
,m,-,m
m,-,a,l
-,a,r,r
t,-,-,h
h,-, ,m
,b,y,f
-,-,s,e
s,-,-,p
-,-,t,r
-,t,o,v
o,-,n,z
-,n,,r
l,p, ,9
e, ,n, 
t,q,l,q
q,l,u,l
l,u,j,u
u,j,h,j
j,h,y,h
h,y,y,y
y,y,,y
-,c,s,c
c,s,s,s
n,-,,|
|
h,-,i,i
t,i,i,i
-,-,w,i
-,w,a,|
|
w,a,i,x
j,e,f,-
w,h,y,h
s,o,s,f
l,o,w,d
c,o,o,-
l,a,w,f
l,a,m,7
m,o,q,o
o,q,x,q
,p,z,p
p,z,z,z
z,z,v,z
z,v,,v
g,n,i,n
n,i,t,-
i,t,e,-
t,e,,z
,e,s,t
c,a,i,a
a,i,s,-
o,o,r,r
-,-,c,f
d,g,-,g
g,-,e,e
l,o,c,m
o,c,l,c
e,n,z,n
n,z,-,z
z,-,i,c
-,i,e,l
h,a,,n
e,a,g,a
a,g,r,g
b,e,o,e
e,o,h,o
o,h,b,h
,m,p,u
b,s,o,s
,q,u,s
,-,b,h
h,-,-,m
h,y,m,y
y,m,o,m
b,y,,i
-,h,u,h
t,a,x,a
h,i,t,u
t,e,w,e
m,i,-,i
,u,t,u
u,t,a,t
a,h,,-
s,p,h,p
p,h,i,h
,p,w,r
p,w,l,w
w,l,l,l
d,a,y,w
e,n,n,-
l,m,t,m
o,x,c,x
x,c,l,c
l,o,s,u
x, ,f, 
u,e,s,e
d,e,y,e
f,i,i,i
i,i,h,i
i,h,z,h
h,z,,z
,g,k,t
s,u,n,u
y,-,,h
l,s,w,s
s,w,r,-
,-,f,s
i,g,o,-
b,r,u,-
x,b,y,b
b,y,,r
f,f,y,f
e,b,s,y
b,s,t,v
w,t,r,t
o,d,v,p
d,v,i,v
o,-,t,l
e,w,m,w
w,m,a,m
b,e,r,t
l,e,a,3
e,a,r,6
g,r,d,-
r,d,n,d
s,-,,l
-,j,o,i
j,o,l, 
e,-,t,t
-,j,i,j
l,e,w,-
w,e,r,g
c,i,v,i
t,o,y,o
o,y,,y
j,i,o,i
i,o,i,o
e,i,q,i
q,d,i,d
d,b,e,b
b,e,r,f
a,t,,c
o,u,n,-
u,n,f,n
f,u,n,u
,-,h,k
l,v,c,v
v,c,w,c
c,w,q,w
w,q,x,q
w,i,j,i
i,j,q,j
j,q,d,q
q,d,l,d
k,e,l,-
k, ,c, 
 ,c,u,c
f,u,g,u
u,g,u,x
g,u,,u
w,n,-,n
h,p,s,p
p,s,g,s
s,g,,g
,f,p,f
f,p,p,f
r,i,c,-
g,e,o,e
e,o,r,o
g,w,i,-
w,i,l,l
l,u,r,u
u,r,k,r
s,h,m,h
h,m,o,m
p,o,p,o
o,p,l,p
 ,-,b,h
e,n,m,n
n,m,o,m
,c,j,c
c,j,c,j
j,c,d,c
c,d,q,d
d,q,o,q
q,o,u,o
l,a,h,-
a,h,i,h
,i,c,r
i,c,l,c
,a,m,d
f,-,u,1
r,n,i,v
n,i,t,a
i,t,u,t
l,e,g,-
e,g,h,g
w, ,w, 
w,a,c,a
e,x,t,x
x,t,o,x
t,o,n,f
l,e,x,r
i,v,-,v
v,-,-, 
c,a,u,-
a,y,,v
,c,t,p
-,c,a,|
|
a,u,n,u
o,t,t,o
n,a,s,-
o,n,s,c
r,o,p,-
t,o,n,d
m,a,n,m
c,i,a,s
i,a,o,a
-,a,l,|
|
a,l,c,o
l,c,h,i
-,-,4, 
-,4,8,4
4,8,m,8
8,m,,m
h,e,m,e
-,j,q,j
j,q,b,q
q,b,r,b
b,r,l,r
r,h,v,h
h,v,h,v
v,h,q,h
h,q,i,q
a,d,w,d
l,a,m,n
-,-,j,|
|
-,j,f,l
y,|
|,i,|
|
|
|,i,v,-
s,i,m,w
,a,v,x
d,y,w,y
o,d,t,d
d,t,h,t
o,r,p,r
 ,i,n,i
r,-,l,l
f,i,e,u
c,a,l,q
w,a,-,a
a,-,-,x
h,o,s,l
o,s,m,s
s,m,,m
e, ,m, 
 ,m,u,m
 ,t,u,t
t,u,p,u
u,p,t,p
r,a,v,u
h,a,u,a
a,u,p,-
,y,v,y
y,v,e,v
c,i,z,i
i,z,b,z
z,b,z,b
b,z,z,z
s,e,i,e
i,l, ,-
,b,h,j
l,a,,p
s,i,b,i
i,b,a,b
,j,m,j
j,m,l,m
h,e,r,i
s,w,h,w
w,h,v,h
s,u,n,-
a,z,s,z
z,s,q,s
a,s,n,-
s,n,e,e
y,-,-,e
-,-,e,e
k,e,x,s
e,l,v,l
v,f,w,f
n,o,n,o
,q,a,q
q,a,j,a
a,j,r,j
j,r,i,r
y,-,,r
l,o,v,q
v,a,p,a
,n,q,n
n,q,s,q
q,s,p,s
j,q,u,q
q,u,y,u
u,y,l,y
y,l,k,l
e,s,,h
w,o,k,o
o,k,|
|,k
k,|
|,a,|
|
l,o,y,o
o,y,|
|,y
k,a,s,a
a,s,t,-
n,s,g,s
s,g,a,g
l,u,p,u
u,p,o,p
-,d,h,d
d,h,a,q
w,l,i,-
l,i,s,h
,a,d,h
-,-,5, 
-,5,9,5
5,9,m,9
,-,p,t
-,p,i,u
p,i,p, 
a,r,|
|,r
r,|
|,w,|
|
i,l,c,-
l,c,o,h
p,l,u,l
u,s, ,s
 ,a,h,-
t,r,e,-
t,-,s,r
t,f,u,-
f,u,l,u
c,u,m,u
n,-,n, 
n,-,-,g
,t,w,-
k,k,,k
q,x,w,x
x,w,h,w
w,h,,h
a,t,i,-
t,i,n,u
s,a,m,i
a,m,s,i
m,s,i,i
,c,m,m
c,m,g,m
l,s,l,r
e,y,s,-
t,e,l,i
b,e,e,b
f,i,h,i
h,n,f,n
l,i,s,i
b,l,-,l
l,-,o,a
-,o,o,c
o,o,m,k
m,s,g,-
a,c,k,-
o,s,d,s
v,i,h,i
i,h,a,h
r,a,,z
l,e,g,m
e,g,r,g
t,-,o,l
o,n,d,-
k,i,p,i
f,u,g,-
u,g,i,g
g,i,t,i
h,e,r,y
m,i,,-
c,c,f,c
c,f,-,f
f,-,,o
h,y,p,y
y,p,o,p
p,o,x,o
o,x,i,-
x,i,,-
d,l,g,l
l,g,g,g
g,g,g,g
g,g,r,g
x,o,,x
c,h,u,-
-,-,p,q
e,h,l,h
-,n,y,n
n,y,e,y
a,d,j,f
,u,e,u
u,e,z,e
e,z,j,z
z,j,,j
-,c,t,c
y,e,l,e
y, ,t, 
,h,t,h
h,t,s,t
v,k,d,k
k,d,u,d
d,u,d,u
,v,u,v
v,u,n,u
t,l,b,l
b,m,g,m
m,g,v,g
g,v,,v
l,v,v,v
v,v,n,v
v,n,v,n
l,a,m,f
m,-,a, 
i,s,u,a
k,a,l,c
-,e,t,x
,-,n,p
-,n,a,r
n,a,n, 
u,n,g,-
n,g,i,-
g,i,n,u
,l,f,q
l,f,b,f
f,b,,b
b,u,d,u
d,d,s,d
i,z,j,z
,-,g,i
e,s,h,-
r,a,i,d
m,s,s,s
s,s,n,s
n,a,w,a
d,o,u,-
o,u,s,-
l,a,|
|,b
a,|
|,m,|
|
|
|,m,c,m
m,c,a,c
d,a,m,-
m,e,l,z
i,i, ,i
i, ,r, 
b,z,y,z
z,y,q,y
y,q,t,q
,h,v,h
h,v,y,v
v,y,j,y
y,j,i,j
j,i,t,i
t,m,m,m
-,l,i,x
l,i,s, 
i,s,b,q
s,b,o,b
m,s,t,s
s,t,r,-
o,n,g,-
g,-,-,s
b,a,h,-
i,-,-,v
i,a,n,q
t,-,t,g
f,a,m,a
d,i,n,-
s,t,a,-
t,a,r,e
a,c,i,c
c,i,e,i
-,a,k, 
w,i,n,l
l,e,d,v
r,a,c,l
,f,y,f
f,y,f,y
y,f,f,f
y,f,l,f
f,l,h,l
l,h,g,h
h,g,f,g
g,o,l,-
t,c,l,c
l,i,f,h
f,i,j,i
,g,v,g
v,i,v,i
i,d,q,n
,t,g,t
t,g,i,g
g,i,y,i
i,y,4,y
y,4,,4
4,,ES,
 ,e,y,e
i,c,o,c
o,g,d,-
g,d,a,-
f,e,,-
f,c,,j
n,e,,v
n,y,,-
u,p,a,-
,u,o,u
u,o,x,o
o,x,b,x
x,b,x,b
b,x,,x
i,-,-,x
,q,s,q
q,s,x,s
,d,u,x
f,o,b,-
d,i,c,i
c,k,e,c
k,e,t,i
n,t,o,g
t,o,n,g
i,o,r,b
d,i,s,t
f,p,s,p
p,s,o,s
a,t,e,r
t,e,r,b
 ,a,l,a
g,a,r, 
a,r,,e
-,-,m,i
-,m,i,d
i,l,l,s
l,l,,j
,r,o,-
r,o,x,-
x,b,o,b
a,r,z,-
r,z,o,-
f,a,l,r
a,l,a,s
l,a,l,h
s,e,a,-
e,a,f,-
a,f,o,f
o,-,r,p
-,r,e,s
w,e,e,-
,a,r,r
l,l,4,l
l,4,m,4
-,-,i,i
o,n,a,-
e,-,l,n
a,x,n,x
x,n,r,n
i,q,h,q
q,h,,h
u,o,m,o
o,m,o,a
-,a,l,q
n,f,u,x
f,u,,u
,i,r,l
r,i,d,q
-,0,6,0
0,6,m,6
,a,g,w
a,g,y,g
t,g,y,g
g,y,f,y
y,f,,f
p,e,i,e
e,i,g,n
-,-,a,n
m,o,r,-
o,r,p,-
r,p,h,p
d,o,r,h
f,i,s,t
,-,b,r
-,b,o, 
o,k,-,k
-,-, ,u
 ,o,d,o
,-,m,c
m,a,l,u
l,-,u,u
-,u,-,u
a,l,y,-
t,c,c,c
c,c,j,c
c,j,i,j
j,i,i,i
i,i,5,i
i,5,o,5
5,o,,o
i,d,t,k
k,e,x,q
v,a,m,a
a,m,y,i
m,y,,v
h,-,-,n
o,e,l,m
g,|
|,c,|
|
,b,a,t
b,a,r,n
n,s,b,s
p,r,x,r
r,x,-,x
x,-,-,c
-,c,-,c
c,-,-,w
,n,i,-
n,i,c,-
u,r,v,r
e,y,l,y
-,o,n,b
w,e,r,l
l,i,v,l
-,-,x,l
l,o,x,r
o,x,h,d
x,h,o,h
,i,d,x
,f,t,f
r, ,-, 
 ,-,p,s
a,r,t,h
o,a,s,a
m,g, ,g
,i,n,a
r,-,-,l
l,-,,a
n,i,i,i
,a,m,i
m,f,,f
h,w,c,w
w,c,h,n
a,q,-,q
q,-,i,i
-,c,i,|
|
l,o,t,-
w,a,r,-
i,i,w,i
i,w,n,w
w,n,i,n
b,s, ,s
e,r,c,r
c,a,k,a
k,e,b,e
e,b,r,b
l,l,8,l
l,8,m,8
f,a,y,a
,a,s,6
a,s,t,7
t,i,m,1
m,s,b,s
a,r,o,-
i,l,l,u
l,l,,n
a,c,x,c
s,e,t,1
t,-,e,s
c,r,y,r
,v,t,v
i,n,i,t
n,i,,m
s,s,c,s
s,c,v,c
r,g,o,b
,2,0,2
0,m,-,m
o,-,-,n
n,-,,e
i,x,h,x
x,h,i,-
l,|
|,a,|
|
|
|,a,d,a
a,d,a,-
d,a,l,l
l,-,-,i
-,-,i,w
e,a,b,a
n,c,r,c
r,y,1,y
y,1,,1
l,o,,-
r,n,i,-
n,i,n,m
n,g,c,g
g,c,a,c
u,a,k,a
q,w,p,w
w,p,x,p
i,-,-,q
-,i,,r
r,-,a,z
-,a,t,e
h,a,s,x
g,a,f,a
e,l,l,f
e,-,l,l
y,a,l,n
-,e,c,e
t,i,o,n
e,d,h,-
n,-,e,e
-,e,r,e
r,v,a,-
a,l,,w
g,l,f,l
l,f,k,f
f,k,f,k
k,f,w,f
d,e,c,e
b,i,r,t
r,d,h,d
f,l,v,l
l,v,s,v
v,s,a,s
s,a, ,a
a, ,u, 
 ,u,s,u
l,e,l,e
,a,t,x
l,y,y,y
y,y,y,y
y,y,x,y
y,x,w,x
x,w,x,w
i,-,,u
b,y,r,y
y,r,-,r
a,t,,-
h,u,d,u
n,e,t,d
l,b,s,b
,b,e,x
,n,b,n
n,b,b,b
b,b,y,b
y,r,q,r
r,q,n,q
c,h,s,h
n,e,g,e
g,u,s, 
u,s,,e
m,e,l,q
u,s,r,s
r,c,l,c
a,c,x,o
h,o,o,-
o,o,w,-
o,w,o,w
,a,u,x
a,u,m,u
c,r,m,r
,k,h,k
-,m,l,g
n,d,s,-
d,s,l,g
m, ,p, 
d,c,r,c
,b,y,-
b,y,a,y
d,a,l,b
t,i,m,r
,k,u,-
k,u,r,u
s,m,s,m
i,s, ,s
s, ,m, 
,-,c,w
-,c,o, 
y,a,t,a
t,-,-,l
-,s,,i
b,o,e,o
o,e,y,e
s,i,e,i
i,e,b,-
,m,l,x
m,l,w,l
l,w,,w
e,i,p,i
i,p,w,p
p,w,,w
b,-,b, 
-,b,,i
n,i,n,l
,c,g,h
c,g,p,g
g,p,,p
e,a,v,l
a,v,e,g
v,e,s,h
r,e,z,-
g,h,-,h
h,-,-,s
f,f,j,f
f,j,f,j
j,f,f,f
f,f,p,f
f,p,,p
x,q,v,q
d,e,s,1
e,s,i,s
-,n,j,n
n,j,m,j
j,m,,q
j,e,e,e
c,w,x,w
n,y,s,-
p,a,o,q
i,d,|
|,d
d,|
|,t,|
|
|
|,t,i,t
i,s,q,s
s,q,w,q
q,w,i,w
i,h,x,h
h,x,,x
,d,g,d
d,g,u,g
g,u,w,u
-,a,k,a
,x,x,h
o,a,r,a
s,t,,v
m,s,w,s
s,w,g,w
w,g,,g
b,o,y,o
t,a,n,v
-,f,u,|
|
f,y,,-
n,u,a,u
u,a,,f
-,-,e,m
-,e,,i
y,r,o,r
u,l,d,o
l,d,a,a
-,-,c,e
e,c,a,-
f,h,v,h
h,v,x,v
m,a,d,-
v,r,n,r
r,n,k,n
i,k,o,k
k,o,,o
h,o,c,o
d,a,v,-
a,u,g,l
e,r,b,-
r,b,i,i
,e,y,-
e,y,n,y
y,n,a,n
-,i,0,i
i,0,4,0
0,4,m,4
g,u,r,u
u,r,,-
r,-,s,u
a,d,e,m
,h,1,h
h,1,l,1
1,l,l,l
l,s,u,s
-,q,n,q
q,n,x,n
n,x,x,x
d,o,l,m
o,l,c,l
e,a, ,a
 ,s,o,s
s,o,r,o
x,p,u,p
r,i,d,u
i,d,g,t
i,g,,-
-,x,f,x
f,e,d,e
e,d,n,d
-,t,t,f
f,n,c,n
q,t,k,t
t,k,,k
-,a,m,a
r,a,q,-
,d,y,x
d,y,l,y
e, ,x, 
 ,x,x,x
c,a,e,-
a,e,o,e
e,o,,o
,t,u,u
t,u,u,u
,k,f,t
k,f,h,f
f,h,-,h
s,o,m,o
p,f,y,f
f,y,l,y
y, ,g, 
n,a,c,-
f,l,j,l
l,j,,j
i,m,e,m
,-,g,k
g,a,a,-
-,-,b,z
-,b,e,i
f,i,l,q
i,l,l,f
p,i,s,-
s,t,y,t
t,y,l,r
x,x,x,h
b,o,g,o
a,k,f,k
k,f,r,f
f,r,c,r
u,f,,f
k,a,v,-
,1,s,1
1,s,r,s
s,r,r,r
,-,h,v
h,e,x,-
e,x,a,x
l,a,l,x
,x,b,x
b,i,i,i
x,x,x,a
j,e,v,-
n,s,w,s
o,o,f,o
o,f,a,f
f,a,,-
u,r,p,r
d,r,e,-
e,w,i,-
-,t,-,t
t,-,t,l
a,c,l,c
u,l,h,l
h,-,a, 
-,a,m,x
a,m,,x
 ,m,i,-
m,i,c,-
m,i,c,z
p,i,c,z
x,i,n,i
g,a,l,u
o,-,e, 
-,e,,u
,a,c,x
-,-,x,w
k,e,m,e
-,l,,t
r,u,t,u
u,t,l,t
r,k,h,k
o,a,t,j
r,b,e,-
b,e,l,v
,t,j,u
t,j,l,j
o,b,,2
e,s,,l
i,-,,q
u,f,w,f
f,w,s,w
,q,-,q
q,-,u, 
-,u,e,u
-,n,o,n
n,o,c,-
-,s,w,s
s,w,-,w
-,-,i,g
-,i,s,a
i,s,s,t
s,s,,e
x,i,i,q
r,e,r,a
r,a,r,e
,c,n,-
c,n,t,n
,a,v,q
t,r,o,t
h,o,r,g
r,p,e,f
-,i,r,i
r,w,i,w
,y,x,y
y,x,x,x
i,o,v,o
m,e,m,e
,s,t,f
i,g,h,i
f,r,a,-
a,n,c,l
-,e,m,1
,w,d,w
w,d,i,d
i,x,d,x
x,d,,d
,i,c,-
f,a,y,w
b,u,z,u
z,z,e,z
z,e,r,e
g,n,e,n
,e,n,q
-,h,p,h
